Number,Country,Detailed Locations ,Began,Ended,Duration in Days,Dead,Displaced,Damage (USD),Type,Main cause,Severity index,flooded area,Affected sq km,peak discharge Q,Peak Water level h,Magnitude (M)**,Centroid X,Centroid Y,Notes and Comments (may include quoted headlines from copyrighted news stories; for internal research purposes only),map of flood extent
200,Poland ,"Nowy Sacz Province, Carpathian mountain region ",31920,31923,4,0,500,,riverine flood,Torrential rain,1,,13629.47,,,4.73653895937462,20.6162,49.6687,"""current rainstorms flooded 15,000 hectares of farmland and 1,500 buildings in southern poland, leaving several hundred people homeless, the polish news agency pap reported saturday. the pap reported that all rivers in the carpathian mountain region of southern poland have overflowed their banks, flooding a dozen of big factories including a flax mill, an oil refinery and a foodstuff factory. some railways and bridges were ruined and electric wires disrupted by rampant waters. the southern nowy sacz province got a bigger rainfall in three hours than the total in two weeks at the normal time, according to radio warsaw last night"" CAUSE:Heavy rinas cause wide-spread floodng ",
201,Portugal,Azore Islands,41347,41350,4,0,30,,,Heavy Rain,1,,2985.69,,,4.07710470487154,-25.5351,37.8419,"March 14, 2013:Portugal’s Azores islands continue to face harsh weather conditions after the islands were hit by floods on March 14. Cars, homes and roads have been destroyed. On Terceira Island, one person has been injured and 30 people had to be rehoused

",
202,Portugal,Island of Madeira,40228,40229,2,32,0,,riverine flood,Torrential Rain,2,,482.991,,,3.28599902956032,-16.9677,32.7562,"February 20, 2010: ""Portuguese Interior Minister Rui Pereira says at least 25 people have died in floods and mudslides on the island of Madeira.The French news agency reports that heavy rain and winds up to 100 kilometers per hour struck the island, about 600 kilometers west of mainland Portugal, on Saturday night.Portugal's state news agency (Lusa) says at least 60 people have been hospitalized.It was not immediately clear if any tourists were among the storm's victims""









",
203,Portugal,Madeira Islands,35706,35708,3,2,0,472000000,,Heavy rain,1,,771.954,,,3.36471267663393,-16.9882,32.7469,"Storm described as the worst calamity of the century.  Destroyed 64,000 homes, damaged 110,000.  Massive crop damage, 1,000 schools ruined. ",
204,Portugal,"Azores Islands - Sao Miguel, Ribeira Quente
Portugal - Madeira, Lisbon, Setubal, Evora, Portalegre, Santarem",35732,35736,5,29,50,,,Heavy rain,1,,40357.57,,,5.30489501305644,-8.21596,39.2204,,
205,Portugal,Lisbon,32530,32549,20,2,20000,,,Heavy rain,1,,3133.98,,,4.79712621628495,-8.61306,39.235,,
206,Portugal ,"Towns: Oporto, Vila Nova de Gaia, Chaves, Canedo, Arcos de Valdevez. River Douro. ",36971,36972,2,3,200,,,Heavy rain,1,,817.936,,,3.21374931897561,-8.54227,41.1654,"""Heavy rains continued to cause flooding Thursday in Portugal, where entire towns and neighbourhoods stood under water. The rail link between Lisbon and Oporto was cut off in the north after rails were inundated. "" CAUSE:Heavy rains ",
207,Portugal ,North - Mesao Frio region. Regua. Alvacoes do Congo. Vila Real. Coimbra area. Santa Maria de Penaguiao. Rivers: Douro and Mondego -- Central - Seia region. Agueda. Tagus River,36917,36920,4,6,300,,riverine flood,Heavy rain,2,,10061.81,,,4.90576609915374,-7.66736,40.8045,"""Six towns and villages Monday remained isolated by water in northern and central Portugal, where rainstorms began to subside after claiming six lives over the week-end ... Three major rivers the Douro, Mondego and Tagus burst their banks and flooded surrounding areas. Large areas of Portugal are waterlogged after heavy rainfall in recent months."" 
""worst in Portugal in a hundred years"" 
CAUSE:Heavy rains causing flooding and mudslides",
208,Romania,"Corbu, Black Sea Coast, eastern Romania",42289,42290,2,0,50,,,Torrential Rain,1.5,,441.218,,,3.12177447639628,28.7321,44.6422,"October 13, 2015: More than 20 rescued after flash floods hit Black Sea town Associated Press  BUCHAREST, Romania (AP) — Authorities say more than 20 people have been rescued after flash floods swept a town in eastern Romania, submerging cars and flooding a railway embankment. The Emergency Situations Institute said Tuesday that 20 cars were flooded in Corbu, a small town on the Black Sea cost, late Monday. A statement said a total of 23 people were rescued from the vehicles, including a 2-year-old, and some houses were flooded. Nobody has been reported missing. The waters submerged a railway embankment late Monday after waters surged onto a district road link. Some people abandoned their vehicles and others were rescued by emergency workers. Corbu Mayor Marian Galbinasu said more than 20 people were evacuated from their homes and housed in a youth center overnight.",
209,Romania,"Northwestern Romania, including Salaj County",42149,42157,9,1,184,,,Heavy Rain,1,,19785.35,,,5.25058624671634,22.8609,46.8147,"May 28 2015: ""Floods in northwest Romania leave 1 dead, dozens evacuated. BUCHAREST, Romania (AP) "" Officials in Romania say flooding in the country's northwest has killed at least one person, damaged homes and forced emergency evacuations.Interior Minister Gabriel Oprea said Wednesday that 42 people were forced from their homes, and 46 houses were inundated, after 18 communities were battered by heavy rains that began Monday evening and flooding in the region.Roads were also submerged and some schools closed because of the floods.Lucian Jacodi, a spokesman for the emergency services in the county of Salaj, said the body of a 60-year-old man was found Wednesday a day after he was swept away by rising floodwaters.Oprea said 800 firefighters and police were helping in the flood efforts and a further 13,500 ministry employees were also mobilized.""",
210,Romania,"Bulgaria, Serbia, southern Romania",41746,41760,15,0,640,,riverine flood,Torrential Rain,1.5,,87430.69,,,6.2938464239504,24.494,44.0617,"April 24, 2014: ""A state of emergency was declared in the areas of Banja most affected.Water flooded households and other structures, including hospitals, and damaged water supplies in some neighborhoods. In the municipality of Kraljevo in central Serbia the damage from the flooding has been appraised at RSD 200 million, mostly to the road infrastructure, including roads and bridges. Torrential rains on Thursday caused the flooding of some neighborhoods in Čačak, where the power supply was also disrupted in places. The Valjevo-Osečina road in western Serbia was closed during the night, while one lane was opened in the morning. More than 160 homes and 700 hectars of land were flooded in Osečina when the Jadar River broke its banks. 
A rockslide near Valjevo also disrupted the Belgrade-Bar railroad during the night, but trains continued as scheduled this morning. 
MUP's Emergency Sector chief Predrag Marić said that the Ibar River near Račka and the Jadar near Lešnica are expected to rise on Friday, and that more rain is expected on Monday.",
211,Romania,"Extreme eastern Romania; Cudalbi, 200 km NE of Bucharest, near border with Moldova",41528,41533,6,8,2100,,riverine flood,Torrential Rain,2,,7171.77,,,4.93480759925616,27.5529,45.7492,"September 12, 2013  ""By ALISON MUTLER Associated Press BUCHAREST, Romania (AP) -- Eight people have died and hundreds have been evacuated in remote eastern Romania as torrential rains caused flash flooding, officials reported Thursday.Authorities said some 700 houses were flooded after 12 villages were hit by a six-hour downfall that began Wednesday evening and equaled the region's average rainfall for two months.Six people drowned, one is missing and two others had fatal heart attacks amid the deluge, local official Nicolae Bacalbasa said Thursday. Authorities were still searching flooded homes for more possible victims in the region, some 200 kilometers (125 miles) northeast of Bucharest near the country's border with Moldova.Forty-five people were rescued from the floodwaters and 330 people were evacuated from their homes, the Interior Ministry reported. Roads in the area were impassable Thursday.The worst-hit village was Cudalbi, where 500 houses were flooded, 200 people were evacuated and one person died, Bacalbasa said. Two people died in the village of Cuca, and two others died in Costache Negri, where 100 houses were flooded.Prime Minister Victor Ponta sent a deputy to view the area and called an emergency meeting Thursday to discuss the situation.More rain is forecast for the coming days.""",
212,Romania,"Western Romania, Cluj; eastern Romania, Danube",40351,40371,21,23,17500,,riverine flood,Heavy Rain,2,,56733.12,,,6.377085958354,23.1853,46.0793,"July 12, 2010: ""Bucharest - While Western Europe battled a heat wave, Romania faced continuous rain on Saturday, worsening floods that have plagued the Eastern European country for three weeks. Emergency officials said on Saturday that 20 communities across the country had been flooded in the previous 24 hours alone. Northeastern regions were particularly affected, along with the lower reaches of the Danube river. The rising water flooded 247 more houses, with 14 being completely destroyed, officials said. Some 7,000 hectares of forests, fields and farmland also stood under water. The situation was especially hazardous on Saturday along the upper reaches of the Prut river, where hundreds of people were evacuated from the small town of Radauti and the surrounding area near the Ukrainian border. But water officials said they should be able to control the danger along the river by using a nearby dam. Water levels in the Danube, meanwhile, were falling, but the flooding's pressure on dikes was expected to last for days. The floods have left 23 people dead and caused nearly 60 million euros (76 million dollars) worth of damage overall, according to official estimates. Almost 3,500 houses are underwater, with 246 having collapsed and another 654 threatening to do so. Most of the caved-in houses were traditional farming homes built out of clay that is not water- resistant, Tourism Minister Elena Udrea said. Some 2,000 kilometres of roadways have also been damaged."" July 5, 2010: ""A maximum-degree flooding alert has been declared in Danubian regions of Romania, after the river level reached historical highs at a number of locations.Romanian PM Emil Boc called an emergency meeting of the cabinet to tackle the situation, commenting that Romania this week is facing “dangerous meteorological and hydrological events”.The level of the river Danube surpassed its historical highs at three cities in Eastern Romania – Feteşti, Brăila and Galati – all of them located far downstream on the Danube. The situation is most dire at Galati, where a 4.5 km levee is currently being erected with the help of gendarmes, police and volunteers.During the past days, as many as 25 people died in Romania as a result of flooding.In the Bulgarian sector, where the situation is not as grave but still critical, there have been no casualties.Sunday record levels were reported for eastern downstream Bulgarian cities of Russe and Silistra. Monday a level of 816 cm was reported for Russe, where the river flooded Port West and other facilities. The Russenski Lom river - a right tributary flowing into the Danube at Russe - also overflowed Monday.In the western Bulgarian town of Lom, where the situation has been the most critical, no change of river level (865 cm) has been reported.A drop of 4 cm has been reported by hydrological authorities at upstream western Bulgarian towns of Novo Selo and Vidin."" June 30, 2010: ""Romanian authorities have said that they are requesting aid from the European Union's Solidarity Fund following severe flooding which killed 20 people in one week and destroyed roads, crops and houses.Interior Minister Vasile Blaga said there was no assessment of the damage yet, as the situation was ongoing and still critical, especially on the Siret river in northern and eastern Romania.But he said he believed the losses would exceed 0.6% of GDP, in a country struggling with recession and with austerity measures to keep the budget deficit in check.Mr Blaga warned that the Danube had exceeded the highest levels recorded in 2006 around the towns of Galati and Braila. Thousands of people have been evacuated since Monday."" June 29, 2010: ""DOROHOI, Romania : Heavy rains caused floods that killed 21 people in Romania and thousands of others were evacuated from their homes on Tuesday as rivers threatened to burst their banks. People climbed trees to escape the rising water and many houses, roads and railway lines were destroyed or damaged by the floods, officials said. Hundreds of police and emergency workers were deployed to the rescue operation while several localities along the Danube River took urgent measures to stop it from breaching its banks. ""The situation is tragic, the damage is of a scale hard to imagine,"" Gheorghe Flutur, president of Suceava department, one of the worst hit regions, told Mediafax news agency. Twenty-one people have been confirmed dead and at least one other was missing since the floods started last week, emergency inspectorate spokesman Alin Maghiar told AFP. Nineteen died after being carried away by high waters and two others were killed by lightning, he said. Most of the deaths occurred on Monday night in two departments close from the Ukrainian border. In the northeastern town of Dorohoi, six people died in overnight Monday to Tuesday, according to officials. More than 1,700 people had to be evacuated and some scrambled up trees to avoid the water, witnesses said. 
Flooding receded on Tuesday afternoon but houses were badly damaged by the water, which rose above one metre (3.3 feet) in some places. Roads into Dorohoi remained under water. Heavy rain has fallen for much of the past week in the Balkan country and forecasters have warned that it will continue in northeastern Romania until Wednesday morning. Several old people died last week in the central regions of the country after being carried away by high waters. On Tuesday night, authorities in northeastern Neamt department ordered the evacuation of about 11,000 people along the river Siret, a Danube tributary threatening to overflow. In the northern Suceava, hundreds of people were evacuated Tuesday for the same reason. ""Ten villages have been evacuated. 1,870 people will spend the night in monasteries, schools, cultural centres or with relatives,"" a spokeswoman for the Suceava authorities told AFP. About 1,100 sheep were moved to higher ground in the mainly rural region. Further along the Siret, in Sendreni, inhabitants and emergency servicemen reinforced dykes with bags of sand to prevent floods. Prime Minister Emil Boc flew to the affected zones in northeastern Romania and said Bucharest could ask for help from an emergency European fund. Damages could amount to more than 0.6 percent of gross domestic product, Interior Minister Vasile Blaga said. - AFP/fa "" June 23, 2010: ""Romanian authorities say at last one person has died and another is missing after heavy rain and flooding in western Romania.Emergency situations spokeswoman Alina Balas says a 78-year-old woman was found dead after flooding destroyed her house in a village in Alba county.In Cluj county, emergency situations chief Vasile Somlea says a 23-year-old man is missing and feared dead.Hundreds of houses have been inundated by the flooding, which began Monday. Authorities have evacuated hundreds of people.On Wednesday, authorities are on alert in parts of northern Romania as water levels rose in the Prut river on the border with Moldova.""


",
